7;5.7
11;11.4
20;17.1
24;22.8
22;28.5
18;34.2
19;39.9
25;45.6
32;51.3
26;57
22;62.7
38;68.4
30;74.1
45;79.8
46;85.5
46;91.2
23;96.9
3;102.6
-1;108.3
-16;114
-12;119.7
-7;125.4
-22;131.1
-33;136.8
-38;142.5
-33;148.2
-19;153.9
-5;159.6
-6;165.3
-5;171
-19;176.7
-8;182.4
-6;188.1
-13;193.8
-22;199.5
-27;205.2
-36;210.9
-25;216.6
-12;222.3
-8;228
-14;233.7
-42;239.4
-57;245.1
-68;250.8
-67;256.5
-46;262.2
-36;267.9
-41;273.6
-48;279.3
-59;285
-69;290.7
-93;296.4
-101;302.1
-120;307.8
-120;313.5
-123;319.2
-109;324.9
-104;330.6
-100;336.3
-97;342
-88;347.7
-70;353.4
-57;359.1
-51;364.8
-53;370.5
-61;376.2
-62;381.9
-73;387.6
-87;393.3
-94;399
-92;404.7
-89;410.4
-85;416.1
-74;421.8
-66;427.499999999999
-58;433.199999999999
-56;438.899999999999
-67;444.599999999999
-84;450.299999999999
-94;455.999999999999
-88;461.699999999999
-81;467.399999999999
-90;473.099999999999
-93;478.799999999999
-100;484.499999999999
-100;490.199999999999
-93;495.899999999999
-73;501.599999999999
-56;507.299999999999
-43;512.999999999999
-22;518.699999999999
-1;524.399999999999
14;530.099999999999
16;535.8
2;541.5
-21;547.2
-63;552.9
-88;558.6
-120;564.3
-140;570
-142;575.7
-130;581.4
-121;587.1
-102;592.8
-82;598.5
-53;604.2
-37;609.9
-33;615.6
-43;621.3
-73;627
-100;632.7
-127;638.4
-149;644.1
-172;649.8
-167;655.5
-160;661.200000000001
-142;666.900000000001
-122;672.600000000001
-102;678.300000000001
-82;684.000000000001
-80;689.700000000001
-77;695.400000000001
-94;701.100000000001
-108;706.800000000001
-132;712.500000000001
-141;718.200000000001
-141;723.900000000001
-146;729.600000000001
-135;735.300000000001
-116;741.000000000001
-98;746.700000000001
-74;752.400000000001
-63;758.100000000001
-69;763.800000000001
-90;769.500000000001
-110;775.200000000001
-124;780.900000000001
-144;786.600000000002
-134;792.300000000002
-108;798.000000000002
-89;803.700000000002
-71;809.400000000002
-66;815.100000000002
-57;820.800000000002
-57;826.500000000002
-65;832.200000000002
-84;837.900000000002
-99;843.600000000002
-99;849.300000000002
-109;855.000000000002
-98;860.700000000002
-98;866.400000000002
-94;872.100000000002
-89;877.800000000002
-80;883.500000000002
-89;889.200000000002
-95;894.900000000002
-93;900.600000000002
-98;906.300000000002
-93;912.000000000003
-90;917.700000000003
-69;923.400000000003
-56;929.100000000003
-33;934.800000000003
-26;940.500000000003
-30;946.200000000003
-31;951.900000000003
-47;957.600000000003
-61;963.300000000003
-75;969.000000000003
-81;974.700000000003
-82;980.400000000003
-81;986.100000000003
-76;991.800000000003
-62;997.500000000003
-46;1003.2
-30;1008.9
-27;1014.6
-15;1020.3
-33;1026
-43;1031.7
-58;1037.4
-65;1043.1
-76;1048.8
-64;1054.5
-53;1060.2
-44;1065.9
-43;1071.6
-65;1077.3
-68;1083
-76;1088.7
-78;1094.4
-63;1100.1
-61;1105.8
-64;1111.5
-67;1117.2
-71;1122.9
-79;1128.6
-72;1134.3
-65;1140
-34;1145.7
-12;1151.4
7;1157.1
4;1162.8
-8;1168.5
-17;1174.2
-29;1179.9
-37;1185.6
-54;1191.3
-49;1197
-28;1202.7
-24;1208.4
-15;1214.1
-19;1219.8
-8;1225.50000000001
-13;1231.20000000001
-23;1236.90000000001
-35;1242.60000000001
-51;1248.30000000001
-33;1254.00000000001
-19;1259.70000000001
-5;1265.40000000001
-4;1271.10000000001
-19;1276.80000000001
-33;1282.50000000001
-53;1288.20000000001
-56;1293.90000000001
-47;1299.60000000001
-51;1305.30000000001
-35;1311.00000000001
-14;1316.70000000001
2;1322.40000000001
10;1328.10000000001
6;1333.80000000001
0;1339.50000000001
-7;1345.20000000001
-16;1350.90000000001
-24;1356.60000000001
-21;1362.30000000001
-39;1368.00000000001
-35;1373.70000000001
-35;1379.40000000001
-26;1385.10000000001
-26;1390.80000000001
-34;1396.50000000001
-26;1402.20000000001
-16;1407.90000000001
8;1413.60000000001
31;1419.30000000001
